SVM_RESULTS
Threshold Sensitivity FPR Specificity Accuracy MCC ROC_AUC_Value
0.10;100.00;0.00;90.41;93.86;0.02;0.99;
0.20;100.00;0.00;94.52;96.49;0.02;0.99;
0.30;92.68;0.00;95.89;94.74;0.02;0.99;
0.40;92.68;0.00;95.89;94.74;0.02;0.99;
0.50;92.68;0.00;98.63;96.49;0.02;0.99;
0.60;87.80;0.00;98.63;94.74;0.02;0.99;
0.70;82.93;0.00;98.63;92.98;0.02;0.99;
0.80;82.93;0.00;98.63;92.98;0.02;0.99;
0.90;78.05;0.00;100.00;92.11;0.02;0.99;
1.00;0.00;0.00;100.00;64.04;0.00;0.99;
