SVM_RESULTS
Threshold Sensitivity Specificity Accuracy MCC ROC_AUC_Value
0.10;100.00;77.46;85.96;0.02;0.99;
0.20;97.67;88.73;92.11;0.02;0.99;
0.30;97.67;94.37;95.61;0.02;0.99;
0.40;97.67;98.59;98.25;0.02;0.99;
0.50;95.35;98.59;97.37;0.02;0.99;
0.60;90.70;98.59;95.61;0.02;0.99;
0.70;88.37;98.59;94.74;0.02;0.99;
0.80;88.37;98.59;94.74;0.02;0.99;
0.90;79.07;98.59;91.23;0.02;0.99;
1.00;79.07;98.59;91.23;0.02;0.99;
